Fecha,Hora,pH,DO,Temp,Lvl,co2,LEDw,LEDr,LEDg,LEDb,Pmp
01/07/2025,03:16:36,10.36,7.46,23.12,9.99,79645,51,0,0,0,0
01/07/2025,03:22:23,10.35,7.48,23.12,9.99,79537,51,0,0,0,0
01/07/2025,03:28:10,10.36,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,03:33:57,10.35,7.48,23.12,9.99,79537,51,0,0,0,0
01/07/2025,03:39:44,10.35,7.48,23.12,9.99,79537,51,0,0,0,0
01/07/2025,03:45:31,10.35,7.49,23.12,9.99,79537,51,0,0,0,0
01/07/2025,03:51:17,10.35,7.48,23.12,9.99,79645,51,0,0,0,0
01/07/2025,03:57:05,10.35,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,04:02:52,10.35,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,04:08:39,10.35,7.47,23.12,9.99,79537,51,0,0,0,0
01/07/2025,04:14:26,10.35,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,04:20:12,10.35,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,04:26:00,10.35,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,04:31:47,10.35,7.47,23.12,9.99,79537,51,0,0,0,0
01/07/2025,04:37:33,10.34,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,04:43:21,10.35,7.46,23.12,9.99,79428,51,0,0,0,0
01/07/2025,04:49:07,10.36,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,04:54:55,10.35,7.47,23.12,9.99,79537,51,0,0,0,0
01/07/2025,05:00:42,10.36,7.47,23.12,9.99,79537,51,0,0,0,0
01/07/2025,05:06:28,10.36,7.46,23.12,9.99,79428,51,0,0,0,0
01/07/2025,05:12:16,10.39,7.45,23.12,9.99,79645,51,0,0,0,0
01/07/2025,05:18:02,10.41,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,05:23:49,10.41,7.46,23.12,9.99,79428,51,0,0,0,0
01/07/2025,05:29:37,10.41,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,05:35:23,10.41,7.48,23.12,9.99,79645,51,0,0,0,0
01/07/2025,05:41:11,10.41,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,05:46:58,10.41,7.46,23.12,9.99,79645,51,0,0,0,0
01/07/2025,05:52:44,10.41,7.5,23.12,9.99,79537,51,0,0,0,0
01/07/2025,05:58:32,10.4,7.47,23.12,9.99,79428,51,0,0,0,0
01/07/2025,06:04:18,10.4,7.47,23.12,9.99,79645,51,0,0,0,0
01/07/2025,06:10:05,10.42,7.48,23.12,9.99,79645,51,0,0,0,0
01/07/2025,06:15:53,10.44,7.5,23.12,9.99,79645,51,0,0,0,0
01/07/2025,06:21:39,10.45,7.49,23.12,9.99,79320,51,0,0,0,0
01/07/2025,06:27:27,10.47,7.49,23.12,9.99,79537,51,0,0,0,0
01/07/2025,06:33:13,10.48,7.51,23.12,9.99,79645,51,0,0,0,0
01/07/2025,06:39:00,10.5,7.5,23.12,9.99,79428,51,0,0,0,0
01/07/2025,06:44:48,10.51,7.52,23.09,9.99,79320,51,0,0,0,0
01/07/2025,06:50:34,10.51,7.52,23.09,9.99,79320,51,0,0,0,0
01/07/2025,06:56:21,10.51,7.53,23.09,9.99,79645,51,0,0,0,0
01/07/2025,07:02:08,10.51,7.53,23.07,9.99,79320,51,0,0,0,0
01/07/2025,07:07:55,10.51,7.53,23.04,9.99,79645,51,0,0,0,0
01/07/2025,07:13:43,10.51,7.53,23.01,9.99,79537,51,0,0,0,0
01/07/2025,07:19:29,10.5,7.55,22.96,9.99,79645,51,0,0,0,0
01/07/2025,07:25:16,10.5,7.54,22.9,9.99,79428,51,0,0,0,0
01/07/2025,07:31:03,10.49,7.56,22.82,9.99,79645,51,0,0,0,0
01/07/2025,07:36:50,10.5,7.56,22.8,9.99,79645,51,0,0,0,0
01/07/2025,07:42:37,10.49,7.57,22.74,9.99,79645,51,0,0,0,0
01/07/2025,07:48:24,10.49,7.56,22.63,9.99,79428,51,0,0,0,0
01/07/2025,07:54:11,10.49,7.58,22.58,9.99,79645,51,0,0,0,0
01/07/2025,07:59:58,10.48,7.6,22.53,9.99,79537,51,0,0,0,0
01/07/2025,08:05:45,10.48,7.6,22.47,9.99,79645,51,0,0,0,0
01/07/2025,08:11:32,10.48,7.61,22.36,9.99,79645,51,0,0,0,0
01/07/2025,08:17:19,10.47,7.6,22.31,9.99,79537,51,0,0,0,0
01/07/2025,08:23:06,10.48,7.6,22.28,9.99,79428,51,0,0,0,0
01/07/2025,08:28:53,10.47,7.6,22.23,9.99,79537,51,0,0,0,0
01/07/2025,08:34:40,10.48,7.6,22.2,9.99,79645,51,0,0,0,0
01/07/2025,08:40:27,10.47,7.62,22.18,9.99,79320,51,0,0,0,0
01/07/2025,08:46:13,10.47,7.6,22.12,9.99,79428,51,0,0,0,0
01/07/2025,08:52:01,10.46,7.61,22.07,9.99,79537,51,0,0,0,0
01/07/2025,08:57:48,10.46,7.62,22.07,9.99,79537,51,0,0,0,0
01/07/2025,09:03:35,10.47,7.62,22.07,9.99,79645,51,0,0,0,0
01/07/2025,09:09:22,10.47,7.67,22.28,9.99,79211,51,0,0,0,0
01/07/2025,09:15:09,10.47,7.65,22.42,9.99,79320,51,0,0,0,0
01/07/2025,09:20:56,10.48,7.67,22.66,9.99,79320,51,0,0,0,0
01/07/2025,09:26:43,10.49,7.64,22.8,9.99,79320,51,0,0,0,0
01/07/2025,09:32:30,10.51,7.64,22.9,9.99,79211,51,0,0,0,0
01/07/2025,09:38:17,10.52,7.61,22.96,9.99,79645,51,0,0,0,0
01/07/2025,09:44:04,10.53,7.61,23.01,9.99,79537,51,0,0,0,0
01/07/2025,09:49:52,10.54,7.61,23.07,9.99,79320,51,0,0,0,0
01/07/2025,09:55:38,10.55,7.6,23.09,9.99,79320,51,0,0,0,0
01/07/2025,10:01:25,10.56,7.58,23.09,9.99,79211,51,0,0,0,0
01/07/2025,10:07:13,10.56,7.59,23.09,9.99,79537,51,0,0,0,0
01/07/2025,10:12:59,10.57,7.59,23.12,9.99,79645,51,0,0,0,0
01/07/2025,10:18:46,10.57,7.59,23.12,9.99,79211,51,0,0,0,0
01/07/2025,10:24:33,10.57,7.57,23.12,9.99,79537,51,0,0,0,0
01/07/2025,10:30:20,10.57,7.57,23.12,9.99,79103,51,0,0,0,0
01/07/2025,10:36:08,10.57,7.55,23.12,9.99,79320,51,0,0,0,0
01/07/2025,10:41:54,10.57,7.55,23.12,9.99,79428,51,0,0,0,0
01/07/2025,10:47:41,10.57,7.55,23.12,9.99,79645,51,0,0,0,0
01/07/2025,10:53:29,10.56,7.54,23.12,9.99,79211,51,0,0,0,0
01/07/2025,10:59:15,10.57,7.55,23.12,9.99,79537,51,0,0,0,0
01/07/2025,11:05:02,10.56,7.53,23.12,9.99,79320,51,0,0,0,0
01/07/2025,11:10:50,10.56,7.53,23.15,9.99,79645,51,0,0,0,0
01/07/2025,11:16:36,10.55,7.51,23.17,9.99,79320,51,0,0,0,0
01/07/2025,11:22:24,10.55,7.51,23.25,9.99,79320,51,0,0,0,0
01/07/2025,11:28:10,10.55,7.53,23.31,9.99,79320,51,0,0,0,0
01/07/2025,11:33:57,10.55,7.51,23.39,9.99,79211,51,0,0,0,0
01/07/2025,11:39:44,10.54,7.49,23.5,9.99,79320,51,0,0,0,0
01/07/2025,11:45:31,10.55,7.51,23.52,9.99,79537,51,0,0,0,0
01/07/2025,11:51:18,10.54,7.52,23.68,9.99,79645,51,0,0,0,0
01/07/2025,11:57:05,10.53,7.53,23.93,9.99,79103,51,0,0,0,0
01/07/2025,12:02:52,10.52,7.52,24.14,9.99,79103,51,0,0,0,0
01/07/2025,12:08:40,11.31,7.54,24.22,9.99,79428,51,0,0,0,0
01/07/2025,12:14:26,10.45,7.55,24.28,9.99,79645,51,0,0,0,0
01/07/2025,12:20:13,10.42,7.5,24.3,9.99,79645,51,0,0,0,0
01/07/2025,12:26:00,10.45,7.45,24.3,9.99,79320,51,0,0,0,0
01/07/2025,12:31:47,10.47,7.43,24.3,9.99,79537,51,0,0,0,0
01/07/2025,12:37:34,10.49,7.43,24.3,9.99,79537,51,0,0,0,0
01/07/2025,12:43:21,10.51,7.43,24.3,9.99,79537,51,0,0,0,0
01/07/2025,12:49:08,10.52,7.42,24.3,9.99,79537,51,0,0,0,0
01/07/2025,12:54:56,10.52,7.43,24.3,9.99,79537,51,0,0,0,0
01/07/2025,13:00:42,10.53,7.42,24.3,9.99,79537,51,0,0,0,0
01/07/2025,13:06:29,10.54,7.44,24.33,9.99,79211,51,0,0,0,0
01/07/2025,13:12:16,10.53,7.45,24.33,9.99,79211,51,0,0,0,0
01/07/2025,13:18:03,10.55,7.43,24.33,9.99,79211,51,0,0,0,0
01/07/2025,13:23:50,10.54,7.42,24.33,9.99,79211,51,0,0,0,0
01/07/2025,13:29:37,10.53,7.4,24.33,9.99,79537,51,0,0,0,0
01/07/2025,13:35:24,10.54,7.4,24.33,9.99,78994,51,0,0,0,0
01/07/2025,13:41:12,10.55,7.39,24.33,9.99,79537,51,0,0,0,0
01/07/2025,13:46:58,10.54,7.4,24.39,9.99,79103,51,0,0,0,0
01/07/2025,13:52:45,10.55,7.4,24.44,9.99,79103,51,0,0,0,0
01/07/2025,13:58:32,10.55,7.38,24.57,9.99,79103,51,0,0,0,0
01/07/2025,14:04:19,10.56,7.38,24.63,9.99,79103,51,0,0,0,0
01/07/2025,14:10:06,10.56,7.38,24.79,9.99,79537,51,0,0,0,0
01/07/2025,14:15:53,10.56,7.35,24.87,9.99,79645,51,0,0,0,0
01/07/2025,14:21:40,10.56,7.35,25.01,9.99,79103,51,0,0,0,0
01/07/2025,14:27:27,10.56,7.35,25.17,9.99,79645,51,0,0,0,0
01/07/2025,14:33:14,10.57,7.35,25.27,9.99,79103,51,0,0,0,0
01/07/2025,14:39:01,10.57,7.34,25.36,9.99,79645,51,0,0,0,0
01/07/2025,14:44:48,10.58,7.34,25.36,9.99,79645,51,0,0,0,0
01/07/2025,14:50:35,10.6,7.32,25.41,9.99,79537,51,0,0,0,0
01/07/2025,14:56:21,10.58,7.34,25.44,9.99,79537,51,0,0,0,0
01/07/2025,15:02:09,10.59,7.32,25.46,9.99,79645,51,0,0,0,0
01/07/2025,15:07:56,10.59,7.34,25.49,9.99,79537,51,0,0,0,0
01/07/2025,15:13:43,10.59,7.3,25.49,9.99,79645,51,0,0,0,0
01/07/2025,15:19:30,10.59,7.3,25.52,9.99,79537,51,0,0,0,0
01/07/2025,15:25:17,10.6,7.3,25.52,9.99,79103,51,0,0,0,0
01/07/2025,15:31:04,10.59,7.29,25.52,9.99,79645,51,0,0,0,0
01/07/2025,15:36:51,10.59,7.29,25.52,9.99,79211,51,0,0,0,0
01/07/2025,15:42:37,10.6,7.29,25.52,9.99,79211,51,0,0,0,0
01/07/2025,15:48:25,10.59,7.28,25.52,9.99,79103,51,0,0,0,0
01/07/2025,15:54:12,10.6,7.3,25.54,9.99,79211,51,0,0,0,0
01/07/2025,15:59:59,10.6,7.28,25.54,9.99,79103,51,0,0,0,0
01/07/2025,16:05:46,10.6,7.28,25.54,9.99,79645,51,0,0,0,0
01/07/2025,16:11:33,10.6,7.29,25.54,9.99,79103,51,0,0,0,0
01/07/2025,16:17:20,10.6,7.28,25.54,9.99,79645,51,0,0,0,0
01/07/2025,16:23:07,10.61,7.28,25.54,9.99,79103,51,0,0,0,0
01/07/2025,16:28:53,10.61,7.27,25.54,9.99,79537,51,0,0,0,0
01/07/2025,16:34:41,10.61,7.28,25.54,9.99,79645,51,0,0,0,0
01/07/2025,16:40:28,10.61,7.27,25.54,9.99,79103,51,0,0,0,0
01/07/2025,16:46:14,10.61,7.26,25.54,9.99,79103,51,0,0,0,0
01/07/2025,16:52:02,10.61,7.27,25.54,9.99,79103,51,0,0,0,0
01/07/2025,16:57:48,10.61,7.25,25.54,9.99,79103,51,0,0,0,0
01/07/2025,17:03:36,10.61,7.26,25.54,9.99,79211,51,0,0,0,0
01/07/2025,17:09:23,10.62,7.25,25.54,9.99,79537,51,0,0,0,0
01/07/2025,17:15:09,10.62,7.26,25.54,9.99,79103,51,0,0,0,0
01/07/2025,17:20:57,10.62,7.26,25.54,9.99,78994,51,0,0,0,0
01/07/2025,17:26:44,10.63,7.27,25.54,9.99,79320,51,0,0,0,0
01/07/2025,17:32:30,10.63,7.23,25.54,9.99,79645,51,0,0,0,0
01/07/2025,17:38:18,10.63,7.26,25.54,9.99,79537,51,0,0,0,0
01/07/2025,17:44:04,10.64,7.27,25.54,9.99,79537,51,0,0,0,0
01/07/2025,17:49:52,10.65,7.26,25.54,9.99,79103,51,0,0,0,0
01/07/2025,17:55:39,10.64,7.26,25.54,9.99,78777,51,0,0,0,0
01/07/2025,18:01:25,10.64,7.24,25.54,9.99,79211,51,0,0,0,0
01/07/2025,18:07:13,10.64,7.24,25.54,9.99,79211,51,0,0,0,0
01/07/2025,18:12:59,10.65,7.23,25.54,9.99,78994,51,0,0,0,0
01/07/2025,18:18:46,10.65,7.23,25.54,9.99,79320,51,0,0,0,0
01/07/2025,18:24:34,10.66,7.23,25.54,9.99,79537,51,0,0,0,0
01/07/2025,18:30:20,10.66,7.23,25.54,9.99,79537,51,0,0,0,0
01/07/2025,18:36:08,10.66,7.24,25.54,9.99,79320,51,0,0,0,0
01/07/2025,18:41:54,10.67,7.24,25.54,9.99,79211,51,0,0,0,0
01/07/2025,18:47:41,10.67,7.27,25.54,9.99,79537,51,0,0,0,0
01/07/2025,18:53:29,10.68,7.3,25.52,9.99,79537,51,0,0,0,0
01/07/2025,18:59:15,10.68,7.31,25.52,9.99,79211,51,0,0,0,0
01/07/2025,19:05:02,10.68,7.33,25.49,9.99,79211,51,0,0,0,0
01/07/2025,19:10:49,10.68,7.34,25.49,9.99,79537,51,0,0,0,0
01/07/2025,19:16:36,10.68,7.37,25.46,9.99,79537,51,0,0,0,0
01/07/2025,19:22:24,10.67,7.37,25.44,9.99,79320,51,0,0,0,0
01/07/2025,19:28:10,10.67,7.37,25.44,9.99,79428,51,0,0,0,0
01/07/2025,19:33:57,10.65,7.39,25.44,9.99,79211,51,0,0,0,0
01/07/2025,19:39:44,10.63,7.38,25.44,9.99,79320,51,0,0,0,0
01/07/2025,19:45:31,10.6,7.4,25.44,9.99,79103,51,0,0,0,0
01/07/2025,19:51:18,10.6,7.38,25.49,9.99,79537,51,0,0,0,0
01/07/2025,19:57:05,10.6,7.37,25.49,9.99,79537,51,0,0,0,0
01/07/2025,20:02:52,10.58,7.39,25.49,9.99,79211,51,0,0,0,0
01/07/2025,20:08:40,10.58,7.37,25.52,9.99,79537,51,0,0,0,0
01/07/2025,20:14:26,10.58,7.37,25.52,9.99,79428,51,0,0,0,0
01/07/2025,20:20:13,10.58,7.37,25.52,9.99,79537,51,0,0,0,0
01/07/2025,20:26:00,10.59,7.37,25.52,9.99,79645,51,0,0,0,0
01/07/2025,20:31:47,10.59,7.37,25.52,9.99,79211,51,0,0,0,0
01/07/2025,20:37:34,10.6,7.36,25.52,9.99,79428,51,0,0,0,0
01/07/2025,20:43:21,10.62,7.36,25.52,9.99,79537,51,0,0,0,0
01/07/2025,20:49:08,10.61,7.38,25.52,9.99,79211,51,0,0,0,0
01/07/2025,20:54:55,10.65,7.37,25.52,9.99,78994,51,0,0,0,0
01/07/2025,21:00:42,10.65,7.39,25.52,9.99,79537,51,0,0,0,0
01/07/2025,21:06:29,10.66,7.39,25.52,9.99,79103,51,0,0,0,0
01/07/2025,21:12:16,10.66,7.39,25.54,9.99,79103,51,0,0,0,0
01/07/2025,21:18:03,10.66,7.39,25.54,9.99,79537,51,0,0,0,0
01/07/2025,21:23:49,10.65,7.39,25.54,9.99,79645,51,0,0,0,0
01/07/2025,21:29:37,10.65,7.38,25.54,9.99,79537,51,0,0,0,0
01/07/2025,21:35:24,10.64,7.38,25.54,9.99,78994,51,0,0,0,0
01/07/2025,21:41:11,10.64,7.37,25.54,9.99,79211,51,0,0,0,0
01/07/2025,21:46:58,10.66,7.38,25.52,9.99,79211,51,0,0,0,0
01/07/2025,21:52:44,10.65,7.39,25.52,9.99,79645,51,0,0,0,0
01/07/2025,21:58:32,10.65,7.38,25.52,9.99,79537,51,0,0,0,0
01/07/2025,22:04:19,10.66,7.39,25.52,9.99,79645,51,0,0,0,0
01/07/2025,22:10:05,10.66,7.38,25.44,9.99,79645,51,0,0,0,0
01/07/2025,22:15:53,10.65,7.38,25.36,9.99,79537,51,0,0,0,0
01/07/2025,22:21:40,10.63,7.37,25.09,9.99,79645,51,0,0,0,0
01/07/2025,22:27:27,10.65,7.36,24.82,9.99,79645,51,0,0,0,0
01/07/2025,22:33:14,10.62,7.36,24.6,9.99,79537,51,0,0,0,0
01/07/2025,22:39:00,10.61,7.37,24.44,9.99,79645,51,0,0,0,0
01/07/2025,22:44:48,10.6,7.37,24.36,9.99,79645,51,0,0,0,0
01/07/2025,22:50:35,10.59,7.4,24.33,9.99,79537,51,0,0,0,0
01/07/2025,22:56:21,10.59,7.43,24.33,9.99,79537,51,0,0,0,0
01/07/2025,23:02:09,10.58,7.44,24.33,9.99,79537,51,0,0,0,0
01/07/2025,23:07:55,10.58,7.46,24.33,9.99,79645,51,0,0,0,0
01/07/2025,23:13:43,10.58,7.43,24.3,9.99,79645,51,0,0,0,0
01/07/2025,23:19:30,10.58,7.45,24.3,9.99,79320,51,0,0,0,0
01/07/2025,23:25:16,10.58,7.45,24.28,9.99,79320,51,0,0,0,0
01/07/2025,23:31:04,10.58,7.45,24.17,9.99,79645,51,0,0,0,0
01/07/2025,23:36:51,10.58,7.46,24.04,9.99,79645,51,0,0,0,0
01/07/2025,23:42:37,10.59,7.48,23.85,9.99,79537,51,0,0,0,0
01/07/2025,23:48:25,10.57,7.49,23.66,9.99,79428,51,0,0,0,0
01/07/2025,23:54:11,10.57,7.47,23.52,9.99,79428,51,0,0,0,0
01/07/2025,23:59:59,10.57,7.47,23.33,9.99,79537,51,0,0,0,0
02/07/2025,00:00:00,10.57,7.47,23.33,9.99,79645,51,0,0,0,0
02/07/2025,00:05:47,10.56,7.47,23.28,9.99,79645,51,0,0,0,0
02/07/2025,00:11:33,10.57,7.43,23.17,9.99,79645,51,0,0,0,0
02/07/2025,00:17:21,10.54,7.44,23.15,9.99,79537,51,0,0,0,0
02/07/2025,00:23:08,10.54,7.43,23.12,9.99,79537,51,0,0,0,0
02/07/2025,00:28:54,10.54,7.43,23.12,9.99,79537,51,0,0,0,0
02/07/2025,00:34:42,10.54,7.42,23.12,9.99,79645,51,0,0,0,0
02/07/2025,00:40:28,10.54,7.42,23.12,9.99,79428,51,0,0,0,0
02/07/2025,00:46:15,10.54,7.45,23.12,9.99,79537,51,0,0,0,0
02/07/2025,00:52:03,10.54,7.46,23.12,9.99,79428,51,0,0,0,0
02/07/2025,00:57:49,10.54,7.46,23.12,9.99,79645,51,0,0,0,0
02/07/2025,01:03:36,10.54,7.46,23.12,9.99,79645,51,0,0,0,0
02/07/2025,01:09:23,10.54,7.46,23.09,9.99,79645,51,0,0,0,0
02/07/2025,01:15:10,10.55,7.47,23.09,9.99,79537,51,0,0,0,0
02/07/2025,01:20:58,10.56,7.49,23.07,9.99,79537,51,0,0,0,0
02/07/2025,01:26:44,10.56,7.48,23.04,9.99,79537,51,0,0,0,0
02/07/2025,01:32:31,10.56,7.51,23.01,9.99,79645,51,0,0,0,0
02/07/2025,01:38:18,10.57,7.5,22.96,9.99,79537,51,0,0,0,0
02/07/2025,01:44:05,10.59,7.5,22.88,9.99,79645,51,0,0,0,0
02/07/2025,01:49:52,10.57,7.51,22.77,9.99,79428,51,0,0,0,0
02/07/2025,01:55:39,10.58,7.53,22.63,9.99,79537,51,0,0,0,0
02/07/2025,02:01:26,10.58,7.53,22.53,9.99,79428,51,0,0,0,0
02/07/2025,02:07:12,10.58,7.54,22.42,9.99,79428,51,0,0,0,0
02/07/2025,02:13:00,10.57,7.52,22.31,9.99,79645,51,0,0,0,0
02/07/2025,02:18:47,10.56,7.53,22.23,9.99,79537,51,0,0,0,0
02/07/2025,02:24:34,10.6,7.55,22.23,9.99,79645,51,0,0,0,0
02/07/2025,02:30:21,10.61,7.54,22.18,9.99,79428,51,0,0,0,0
02/07/2025,02:36:07,10.61,7.55,22.12,9.99,79645,51,0,0,0,0
02/07/2025,02:41:55,10.58,7.56,22.1,9.99,79645,51,0,0,0,0
02/07/2025,02:47:42,10.54,7.56,22.1,9.99,79537,51,0,0,0,0
02/07/2025,02:53:28,10.52,7.55,22.07,9.99,79645,51,0,0,0,0
02/07/2025,02:59:16,10.5,7.56,22.07,9.99,79537,51,0,0,0,0
02/07/2025,03:05:02,10.49,7.56,22.07,9.99,79537,51,0,0,0,0
02/07/2025,03:10:49,10.5,7.57,22.04,9.99,79537,51,0,0,0,0
02/07/2025,03:16:37,10.5,7.57,22.01,9.99,79645,51,0,0,0,0
02/07/2025,03:22:23,10.52,7.55,21.99,9.99,79645,51,0,0,0,0
02/07/2025,03:28:11,10.52,7.57,21.99,9.99,79645,51,0,0,0,0
02/07/2025,03:33:57,10.53,7.57,21.96,9.99,79320,51,0,0,0,0
02/07/2025,03:39:44,10.54,7.58,21.93,9.99,79645,51,0,0,0,0
02/07/2025,03:45:32,10.55,7.56,21.93,9.99,79645,51,0,0,0,0
02/07/2025,03:51:18,10.55,7.58,21.91,9.99,79645,51,0,0,0,0
02/07/2025,03:57:05,10.54,7.58,21.91,9.99,79537,51,0,0,0,0
02/07/2025,04:02:52,10.55,7.59,21.91,9.99,79645,51,0,0,0,0
02/07/2025,04:08:39,10.55,7.58,21.91,9.99,79537,51,0,0,0,0
02/07/2025,04:14:26,10.54,7.58,21.91,9.99,79645,51,0,0,0,0
02/07/2025,04:20:13,10.53,7.59,21.91,9.99,79645,51,0,0,0,0
02/07/2025,04:26:00,10.52,7.6,21.91,9.99,79645,51,0,0,0,0
02/07/2025,04:31:46,10.5,7.6,21.91,9.99,79645,51,0,0,0,0
02/07/2025,04:37:34,10.49,7.6,21.91,9.99,79645,51,0,0,0,0
02/07/2025,04:43:21,10.49,7.59,21.91,9.99,79537,51,0,0,0,0
02/07/2025,04:49:08,10.49,7.59,21.91,9.99,79537,51,0,0,0,0
02/07/2025,04:54:55,10.49,7.59,21.91,9.99,79537,51,0,0,0,0
02/07/2025,05:00:41,10.49,7.6,21.91,9.99,79645,51,0,0,0,0
02/07/2025,05:06:29,10.49,7.6,21.91,9.99,79537,51,0,0,0,0
02/07/2025,05:12:16,10.51,7.59,21.91,9.99,79537,51,0,0,0,0
02/07/2025,05:18:02,10.54,7.6,21.91,9.99,79645,51,0,0,0,0
02/07/2025,05:23:50,10.56,7.6,21.91,9.99,79537,51,0,0,0,0
02/07/2025,05:29:37,10.58,7.6,21.91,9.99,79645,51,0,0,0,0
02/07/2025,05:35:23,10.57,7.63,21.91,9.99,79537,51,0,0,0,0
02/07/2025,05:41:11,10.56,7.6,21.91,9.99,79537,51,0,0,0,0
02/07/2025,05:46:57,10.56,7.62,21.91,9.99,79645,51,0,0,0,0
02/07/2025,05:52:45,10.55,7.62,21.91,9.99,79537,51,0,0,0,0
02/07/2025,05:58:32,10.55,7.63,21.91,9.99,79645,51,0,0,0,0
02/07/2025,06:04:18,10.56,7.63,21.91,9.99,79428,51,0,0,0,0
02/07/2025,06:10:06,10.56,7.62,21.91,9.99,79645,51,0,0,0,0
02/07/2025,06:15:53,10.56,7.64,21.88,9.99,79320,51,0,0,0,0
02/07/2025,06:21:39,10.56,7.64,21.91,9.99,79320,51,0,0,0,0
02/07/2025,06:27:27,10.56,7.65,21.88,9.99,79645,51,0,0,0,0
02/07/2025,06:33:13,10.56,7.64,21.88,9.99,79428,51,0,0,0,0
02/07/2025,06:39:00,10.55,7.65,21.88,9.99,79537,51,0,0,0,0
02/07/2025,06:44:48,10.53,7.63,21.88,9.99,79320,51,0,0,0,0
02/07/2025,06:50:34,10.52,7.65,21.88,9.99,79428,51,0,0,0,0
02/07/2025,06:56:22,10.51,7.65,21.88,9.99,79645,51,0,0,0,0
02/07/2025,07:02:08,10.49,7.65,21.88,9.99,79754,51,0,0,0,0
02/07/2025,07:07:55,10.48,7.65,21.91,9.99,79645,51,0,0,0,0
02/07/2025,07:13:43,10.48,7.63,21.91,9.99,79428,51,0,0,0,0
02/07/2025,07:19:29,10.47,7.64,21.91,9.99,79645,51,0,0,0,0
02/07/2025,07:25:16,10.47,7.63,21.91,9.99,79645,51,0,0,0,0
02/07/2025,07:31:03,10.46,7.64,21.91,9.99,79645,51,0,0,0,0
02/07/2025,07:36:50,10.47,7.63,21.91,9.99,79645,51,0,0,0,0
