time,Absorbance (760nm),std,origin
11.975625,0.18197499960660932,0.004432737931300317,Reactor
10.98694444444444,0.17809999734163284,0.0025781136828867414,Reactor
19.95130787037037,0.22742500156164172,0.01372670387807595,Reactor
0.0,0.1611500009894371,0.0269805515227475,Reactor
20.87846064814815,0.23582500219345093,0.005014897437006832,Reactor
12.95159722222222,0.14057499915361404,0.00835638270576095,Reactor
18.02247685185185,0.21400000154972076,0.0027892639150159638,Reactor
5.097476851851852,0.15052499994635582,0.003235610974483114,Reactor
2.877395833333333,0.1123250015079975,0.004569737103402266,Reactor
17.09167824074074,0.2543249987065792,0.03198222182818758,Reactor
24.00194444444444,0.19447499886155126,0.019621987622098012,Reactor
18.95396990740741,0.24882500246167183,0.004866439216518097,Reactor
4.122534722222222,0.12695000134408474,0.003294945736575992,Reactor
9.942696759259258,0.1901249960064888,0.004275025422595651,Reactor
5.88917824074074,0.15132499858736992,0.004071340976116349,Reactor
6.951446759259259,0.17025000229477882,0.003225423880258387,Reactor
11.95445601851852,0.33604999879995984,0.04559766045342109,100mL
23.98708333333333,0.47085000574588776,0.06453844993522571,100mL
10.96577546296296,0.2994333356618881,0.02515143391833682,100mL
18.00130787037037,0.40039999783039093,0.03182784212818172,100mL
5.867048611111111,0.284750002125899,0.03003876041153219,100mL
5.087118055555555,0.30100000898043316,0.03406981056713867,100mL
4.115138888888889,0.3213333338499069,0.01632050323715043,100mL
20.85729166666667,0.431999996304512,0.03934203406089654,100mL
19.93013888888889,0.40515000621477765,0.04266580819218277,100mL
2.875740740740741,0.2379333352049192,0.01437521038935322,100mL
9.93144675925926,0.3053999940554301,0.025822858984237,100mL
0.0,0.23446666666666668,0.009327522000331429,100mL
12.93042824074074,0.3559499979019165,0.04123006938449821,100mL
18.93280092592592,0.40356666843096417,0.03781917639604164,100mL
